Text,Label
dasch ìsch klassisch häubtsächlich klassischi musig jä,BS
das sind zwai amerikhaanischi brinzipie,BS
ausoo was söu mer daas verteidige,BE
hm i ha immer gseit dene weimers de scho zeige,BE
was er gmacht het het er seer guet gmacht aso i cha dò ez nüüt aso mìr mìr als läije,LU
nìd das men öppen esoo,BE
da mue me doch da mue me doch häregaa und es outogramm verlange,BE
und zwaar wäred em ganze chrieg,BE
aso jò,LU
ja eifach bim toorfschtäche,BE
oder waffekäntnis vor alem,ZH
fǜr d überzüügig aber vo de tüütsche,LU
de vatter hets natüürli glii gmèrkt ùnd dä ìsch ainisch choo ùnd nòchhär nümme,LU
und är het s immer wider fertigpraacht importe z täätige,BE
und de bini abe,LU
aso ich bin in dübedoorf geboore i de,ZH
ais vo riiga,LU
und dää het dihäim e poliis ghaa,BS
und sind dän in e wonig bi dène saamehandlig landolt z waliselen obe z oben i so s dachwonigli,ZH
und det hämmer die revoluzion denn afo hed unterbinden oder so hm,BS
achtedriissg oder im nüünedriissgi,ZH
plözlech waarm woorde und da si plözlech paar umgheit,BE
oktober si gsii oktober novämber,BE
mer hän khai gegeverheltnis gege jude gha oder so also de normali,BS
und ich söll deet i d aalaag und es isch,ZH
uurschprünglech gha hei,BE
d hauptuussaag,ZH
got sei dank heimer d mueter ghaa gäu,BE
usflǜǜg gmacht,LU
cha me saage es es ìsch jò algemain bekhant gsìì daas oder jeenes nìt,BS
sägemer emòl äu,BS
si hän no familie ghaa,ZH
aber nid der gänfer määrt isch der biuigscht määrt gsii,BE
veschtönd si schtat das ich miis schtudium ha chöne färtig mache,ZH
die hend sich òü so uifegschaffet di andere hend,LU
i bi nid der einzig gsi das,BE
nüünedriissg de chrieg loosgangen isch,BE
ùnd d chäller dene het mer gsait d aarbetslòòsechischte,LU
liechtsignal gse wo me,BS
das sind dòch aifach unggrächtikaite gsii,LU
damit mi de büelme gseet,BE
ich wet na öppis säge,ZH
und die chranket,ZH
känegleert das hät mich seer beiidrukt hä,ZH
aso das was i verzele das,ZH
de het müese achtigschtelig nää den,BE
ùnd mììr,LU
jä döt isch jo die diskhussion um s redui,BS
in der muusig und soo und min maa het daas dörffe mache was äär het müese bi ììm ìsch es müese gsìì dasch vo ììnen uuse choo,BS
aber i has glük ghaa dasi ha chöne wittermache immer witermache und,BS
aso das hät miich abgschtoosse das isch apsolut abschtoossend gsii,ZH
aber i ha gueti zügnis ghaa,BE
und politischi bildig hämmer ghaa,ZH
jude i irer jugend,ZH
in das nazionaalsozialistische gescheen in baasel,BS
hilf ghaa,LU
da isch de schpanischi bürgerkhrieg hed denn scho si,BS
ja das isch männgisch diskutiirt woorde,BE
naachhär ìschs den ebe nach kriigsendé sind den glii die reforme choo nìt,BS
joo das isch afach vorfalle,BS
verschproche het weme dä,BS
d woret isch ja chan ich nü,ZH
das isch also das hed sich,BS
s vouk äbe,BE
het befürchted är khönn das ned preschtiere,BS
ali,ZH
in dr dütsche pholitigg hets e wäggsl gä,BS
u doo ìsch einen schöönen taags mi vatter nümme heichoo vo voo vo de fabrigg won er gschaffet het,BE
öb si gfäärded wär,BS
ganz ganz im dunkle han i gwüsst der,BE
vo däm und das ìsch ììm überräicht woorde,BS
jò was hätte mer sölle mache gopfridschtùz,LU
und sii hät sii sii hät ä deet isch si so tüchtig worde si isch e puuretochter gsii,ZH
aber ebe d schüeler sind aso,ZH
äär isch ja vo dihaimen uis e puirebueb gsii,LU
däm händ si gsait si heged dringed befääl si müesse denn und denn mit däm,BS
mìr händ mit achze öis miese schtelle wì me dem gsait hèt,BS
da hämmir lang diskutiert und ich han us miere iischezig,ZH
paar ǜbere ghout het jùde grüeninger,BE
das mììr e huuffe lüüt dòò inne hend,LU
und sälber en liechtatleetikklub,ZH
me het gfroogt duu militäär woo,BE
uf s anderi gfale,ZH
ich glaub ich ha ich ha zuefelligerwis das,BS
nanäi,ZH
und häi und der brüeder ìsch den gwüssi zit äu dehäim gsìì,BS
u säuber einglich ou e tüechtige gsìì het,BE
dèè hät ganz läusig über ois woo nöd daas tüütschi lied gsunge händ,ZH
und und de chrieg het aagfange ghaa,BE
auso me het nìd me isch nìd groossartig aaglait gsii mììr sowi soo nìd mit,LU
en föifer hät das koscht schteled si sich emal voor,ZH
und dänn isch also letschtäntlich isch er au körperlich chrank woorde,ZH
das gläub ich nööd und häts na usezöögeret,ZH
gäle si wen sägemer es sì e baar binenander gsìì guet do het doch jeede e wiider en anderi uuffassig ghaa i di mäischte fäl,BS
dää het nìd dörffe schaffe in nöijebuurg,BE
iich als moriz,ZH
plözlich eine miteme grücht choo isch,BE
är het au die lüüt vo basel sìnd dòch immer vil lüüt choo dòò ine,LU
mir häi scho äu aanngeschtelti ghaa wo den doo gsìì sìì,BS
u de bìni deet häre u de simer geng,BE
dört isch au vebindig gsi pfaarer knaipp un,LU
zùgersee die schtat zùùg ìsch jò deet ab,LU
en intresanti sach isch na gsii,ZH
me het richtig glachet drüber und mir hei nume gmerkt we me de im tram het ämau en mussoliini gseit,BE
un mir hend denn scho gwüsst dass,LU
nai miir hend sone groosse pflanzbläz ghaa das het üs glänget,LU
wo au nümme hend welle gäge d chrìschte,LU
loon het me,BE
bin komunischt dä hät mir schwäär imponiirt,ZH
für di für für die al die chriegsjaar,BE
ja ich ha det gleert rauche,ZH
jaa eigentlech um daas ìsch ja eigentlech ggange echlii daas,BE
je die wos aagangen ìsch,BS
hät me scho chli en iidruk überchoo aha das en armeeuufmarsch hä ez isch s dänn häiss hä,ZH
haiged sii der generaal gisò̃ò̃ gfiiret aber d armee ghaig daa,LU
ùnd uf jede fal hets den mòl ghaisse,LU
dur s armeekomando seer e groossi schtüze,BS
e seer e renomiirts khwartiir gsìì,BS
de het men eso,BE
u s ìsch nächher o,BE
mit irer fründschaft gschtüzt häi und das goot häuptsächlich sissech aa,BS
wil s gheisse het vo moorn aa wäärd razioniirt,BE
aber i weler,BE
der ander,BE
vo ämme ech wäis nömme,LU
dasch de natüürlich,BE
dò dä tìk de gö̀ring,LU
uf vili sache die fü die hüttigi generazioon sälbveschtäntlich sind das si si händ,ZH
de han ich de mee chennen uisrichte ich ha no chenne aaseze wän der schtuel scho fascht schtil gschanden isch,LU
schmäärzmittel hani ggsait jò das sìnd schmäärzmittu,LU
aso wiirgglìch die wo nò wo daamals schon en äuto ghaa händ ùnd nòò gnüegnd moscht,BS
das isch im achtedriissg gsi im,BE
isch am aafang no bi dr marggsischtie schtudäntegruppe derbi gsi,BS
u nächer han i miteme fründ zäme beschlosse ez gö mir,BE
oder mer sìnd,LU
irgenwie bin i vilicht s scho,BE
de chifel schteut nid und soo und me het glachet,BE
und mi vatter isch glüklich gsii und gsait pliib amel òü hani gsait ich pliibe äs jaar,LU
wie reagiirt denn der bundesraat und,BE
und nüünezwänzg ìsch mìì vatter gschtorbe,BS
e schtaatsbürgerlichi bildig kwaasi,ZH
und ich bi ä zimlich vil mit minere,ZH
die die koscht füfzg rappe,ZH
dä isch es jaar jünger gsii als iich,ZH
daa het me nid,LU
en ufwand prucht won ich hüt no me frog wie hesch du das dozmol alles beweltiget ned,BS
ìsch wider e nìderi,LU
es hät sogaar no,ZH
öppe füfjäärig,LU
nid vil greesser als mir aine het zwee söön,LU
die werdid ez alli uisghoben und richtig bigrabe,LU
mi händ äine ghaa de,ZH
und soo hemmer das gält glii wider chenne retuurzaale,LU
gganz es ander hushalte gsii ùnd d chlaider hesch gflikt,LU
aber di ganz er hät de ganzi aktiivdienscht mit mier gmacht,ZH
den bundespschluss über s verbot der komunistischen propaganda in der armee,ZH
wänn die soo äim hälfed da was wot ich dänn noch mache und deet bin i natürli fescht entschlosse na gsii,ZH
u de he heimer eine ghaa da ìsch eine cho,BE
simmi jee föif maa,ZH
wiirde bis zum gäneraal gaa wänn si miich abwimled laan ich miir nid büüte hä,ZH
min vatter näi min vatter isch en wiirtesoon gsii min vatter dèè hät achzehundertachzg,ZH
das dörffi emal säge öppis schreklichs gsii,ZH
ùnd wì si gsii ìsch zùm glǜk nò nìd abgraamet,LU
e seer e schööns gschichtli,ZH
us de sozialistische jugedinternazionaale,ZH
ùnd de ìsch ide schtùben innen ìsch der ofe ggsìì und de ìsch die petroolfunzle die het ou nò chli warm gää,LU
am aaben am zäni de het me müese din sii he,BE
aso i der uusbildig,ZH
franggfurter bankmaa,BS
und das deet hät s e jugedschtube ghaa,ZH
i ich ch jaa si hät das no uufbewaart voo,ZH
u den bini zum her könig ggange u hams gseit,BE
de söu sich die go söu die go verteidige wo,BE
ja die heimer mitǜberchoo,BE
jez foort es anders läben aa hä me isch eifacht das us em läbe usegrisse woorde,BE
und die baar wo i d schwiiz choo sind die sind daa schigganiert woorde,ZH
die die emigrante wo wo vo düütschland gflüchtet sind,ZH
ùnd de simmer gwönlech i hollwääg ufe deet obe hemer irgend es käfeli oder es piirli oder irgend,LU
gfüeu hei ghaa vonere pärsöönliche bedrooig,BE
und die häi konthakt ghaa zääme,BS
dasch ds mueti daa gsìì die het de guet uf üs gluegt boz tuusig,BE
die hend die sind ja nochher wen sii fèrtig gsi sind sinds ja i aktiifdienscht cho,LU
dasch mi eerschti reakzioon gsii,BE
dää leerer,LU
das me äifach gsäit hät ja ez,ZH
jò jò jò jò,LU
und en chaschte und vilicht na e komode und,ZH
da hei mer d schtat guet kent auso gwüsst wo s isch,BE
mit de familie also handwerksfamilie,ZH
wär no es bizli euter gsi as ììch und die het plezlich,LU
und es hät au,ZH
eventuell über driissgi,BE
uufghänkt a de füess,LU
het ggää und das der de voo schteiger nächer het müesse,BE
u mit denen ìsch me viu uufgwachse auso,BE
schwizerische nochrichtedienscht aber wo si s denn,BS
halbbrüeder gwoont und i äim mini halbschwöschter,ZH
tülich übelscht uufgfasst woorde hä,ZH
vor tütsche kholonii in basel,BS
jaa si isch hüüfig uf psuech choo,ZH
vertaile mit däne militärische,BS
unsinn isch ja sälber en äigeni,ZH
s so sit sit nünzehundertfoif isch er dem mäitli naagloffe,ZH
dass wider ghäisse het es viirteljoor ich sig chrank gsìì,BS
die ìsch chlooschterfrau gsii in belgie,LU
nie aber woon mole anisch äine gsäit het zuem nacheren orcheschterproob,BS
und das het men also denn scho het me das waargnoo,BE
und bi begäischteret gsìì,BS
natüürli französisch so wisoo,LU
dä hètis glii emòl bekhant gmacht,BS
jaa wil irgend en brief isch daa,ZH
hed si mit dären ufgob wänn si sich berait ergglärt hän,BS
widr uuftanke aber är isch aso psüüchisch dänn au,ZH
ùnd das het de die aijer konserwiirt,LU
und dene schpööter het sìì den,BS
ich mues sägen alsoo,ZH
i has nìd rächt verschtande si mäine am erschte mäi,BS
arbaiter us berlin oder so,BS
i de zitige als läserbriefe,BE
aber ich bi gaar ich ha das gaar nie rächt verschtande,ZH
und eini het sich immer echli verschtekt hinger de angere i ha gsee si het schtrümpf,BE
gäled scho vo den iiheimischen ou,BE
das si soo schprüch gsi hä,BE
immer in in erwartig nägschtens khunnt,BS
de wääg obenaabe und geg wo s de geg d häuptschtrooss ììnechoo ìsch vom buurehoof ewägg,BS
und si boue in jeedem dorff,BS
vilìcht duurch d armee durch di aigeni armee hèt me sich seer schtargg gfüült,BS
sondern im grund gnoo simmir mit däre haltig iiveschtande gsii,ZH
das si eifach so,BE
schatte ghaa uf de lungen und de profässer het öis gsäit de,BS
und tänkt was schteit de doo u bi go läse,BE
siim lieblingspruef,BS
wo vier ufsmol uuse sin,BS
de de ìsch de drum ggange,BE
es mues auso denn scho chli eppe komflikte ggää ha,BE
hät er gschafft hät immer seer,ZH
wäred uus,BS
ts ganz ganz nooch,BS
marschbereit mache,BE
ja das isch däre ziit,ZH
mìt züüg drùf uf em dach ufe gschnüürt,BE
ìch ha jò au zwöi jǜdischi mitschüelerinne ghaa,LU
und ich ha daa no es bild vo öisne lüüte daa,ZH
vorhäär hei mer e rütlifaart,BE
da chönd si sich dänke wi mer da cha schtudiere i däre sach,ZH
pfaarer würd das isch natüli en aaliige gsii,BS
si sind scho integriert gsii aber vo der äinere siite,ZH
vo der armee ja,ZH
und das isch irgendwie,ZH
i i gloub schoo,BE
vo miner ringgässliziit also vo däre piedischdezit,BS
das han ich doo gheert a dem won er daa für e hischtoorisch verain gredt het,LU
das hei mier ja aus gwüsst,BE
ich chan us verantwortigsgfüül gägenüber de chinde,ZH
poret daa zum de ding useschpränge,ZH
won ich ine vorhär von verzellt ha der enrike,BS
im zuegschtanden ìsch ich han ja s anderi immer jo noni gwüsst,LU
das hätemer gäärn wen sii,BS
khonfessionelle no politische hilfswärk betröit worde sin,BS
uf em märit oder soo,BE
im mosmatschuelhuus,LU
daas undernee und,BS
hei si nüm rächt chönne traage,BE
aber vo dä,LU
uf das pfärd ufe und dänn hät mer uf em högschte,ZH
pawaart het mer einnglech gseit uf bäärndüütsch u mer het,BE
zeersch no nüünedriissg das isch eigenlech het mi tünkt,BE
di inneri fülness vo dr dütschen arbaiterbewegig,BS
wuche in der rekruteschuel gsi,BS
das ìsch das ìsch aso eelend gsìì,BE
aber sìnd nìd nur d jùde ggsìì s het ou nò ander gää,LU
richtig und das isch au notwändig gse bi dere knappe,LU
die tǜmmer laid,LU
dasch e schwääri fraag natüürlich het me chöne,ZH
das dur da mer so wie eso verschlüüft sich eso mit de zit mit de jaare,BE
ond das han i de de mueter gsäit ha gsäid los das wott ich denn doch no äinisch gsee,LU
und de die aint isch echli e tiki gsii,LU
und doo seit dää joo das isch i der oornig,BE
isch s das natürlig e wär das e furchbare schlag gsi z erfaare,BS
in der nööchi jò,BS
jä und zue de èffhaadee ìsch äär gsìì wil er nìd guet gsee het,BS
im oor ghaa über di was politisch esoo gloffen isch,ZH
voräne hemmer no gret ha gsäit mach mach käi,LU
het me käis bizeli liecht mee dö̀rffen uuseloo nüt mee,BS
nai das hämmer nìt so waargno,BS
genäu s genäu s gliichi die unrui,BS
und bin natüürli wiitgééend uf unverschtändniss gschtoosse hä,ZH
und dänn hämmer natülich hölischi märsch gmacht hä,ZH
go häärdöpfu seze,LU
ùnd das das eggsperimänt,BS
und teilne eine weiss eine hei se gseit blööterlijosef,BE
u die si iigrükt u,BE
dasch de wääg ggange wo si iz choo si,BE
chum tue doch umsattle bim schponagel vediensch mee,ZH
noär si si obeduure de het me chö̀ne,BS
es het mìch nattüürlich insofäärn betroffe won ich die handelsschuel abgschlosse ha,LU
ich wäär lieber innere fabrik,LU
und i de chuchi isch s aube no ganz glat gsi denn müese abwäsche rüschte e für andere taag,BE
und,BE
die ìsch allerdings aazünt woorde,LU
das ma i mi psinne das me das das isch das het me mit genuegtuung zur kentnis gnoo,BE
junge purscht er ich glòüb er het miesse iiruke het miesse i chrieg,LU
da isch no im dreiedrissig dreiedrissig oder vieredrissig ender dreiedrissig scho,BS
jo aso ebe do drüber giz jo a scho,BS
woo nòchethäär z zǜri unne wider gschaffet het,LU
also süsch hettemer ja das gaar nöd verschtande,ZH
chönt s loosgoo hä,BE
uufgregt und,ZH
mit schlächtem gwüsse,BS
bö̀de im schuelhuus nò im mosegg das het immer trablet ùnd ìch has gfǜǜl ghaa die het immer fröid ghaa a dem,LU
me hät das gmacht äifach und es,ZH
womer nie hätte leere kenne,BE
wo de chrieg uusprochen isch hämmer a de wärdschtraass gwoont,ZH
aso ich mues scho zuegää im mäi nünzehundertviirzg hämer,ZH
jaa jaa,ZH
und dänn sind s halt öppedie uf en höischtok gange,ZH
das ìsch aso e eer e schand gsìì,BS
für e zolamtvoorschtand,BE
ich ha jez i briefe gsee vo im er hä,ZH
iz wüss i nid waas mache,BE
was hät er ales gèè zuker höörndli,ZH
ond denn di klatscherei wo s ggä het,LU
schwarz jò jòjòò schwarz,LU
und ich bi scho seer früe,ZH
vor allim häi miir e unngläublichs vertroue ghaa zum generaal gisãã,BS
wo me vorhär scho empfunde het,BE
und der ander isch wie gsait diplomatische dienscht gsi,BS
seer nätti und ch ha mit mit de aint mit em aint hemmer no lang immer,LU
aso siich uufztrumpfe,ZH
das isch au so merkwürdig,LU
drum isch s dänn nächer ou zur scheidig cho,BE
also bis,BS
de graf zeppelin käi uusflugszeppelin isch sondern e schpionaschezeppelin,LU
ìsch en uufruur gsìì d lüüt häi würgglìch nüüme gwüsst was si müese mache,BS
u d wösch heimer ou säuber müese mache u,BE
das geit amne chrieg entgäge das isch eigenami scho fasch,BE
ùnd ìsch natüürch zruggchoo ùnd hèt uns verzèlt,BS
ond über dä wäg isch das de gange,BS
das me si gaar nöd gläse,ZH
nume ganz beschtimti sache,BE
agänt isch ja daamals de de de naachfaare wo der das das das,ZH
und si hei dert,BE
ìsch scho es theema gsìì mer het efach gwǜsst ghaa,BE
den e duurcharte ghaa für die zit,BS
verschòsse hend das hesch au gsee bi mariluiis ùnd soo,LU
ha gfrogt wohäär si chöimi franzoos,BE
het er häi gschrììbe er si häige jez,BS
in,BS
das het kene gäärn wöue,BE
ghaa ganz es primitiivs,BE
